MPID,Description
mp-867137,ScVRu2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms. All Sc(1)-Ru(1) bond lengths are 2.67 Å. V(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms. All V(1)-Ru(1) bond lengths are 2.67 Å. Ru(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent V(1) atoms.
mp-22947,"K2ReCl6 crystallizes in the cubic Fm-3m space group. K(1) is bonded to twelve equivalent Cl(1) atoms to form KCl12 cuboctahedra that share corners with twelve equivalent K(1)Cl12 cuboctahedra, faces with six equivalent K(1)Cl12 cuboctahedra, and faces with four equivalent Re(1)Cl6 octahedra. All K(1)-Cl(1) bond lengths are 3.49 Å. Re(1) is bonded to six equivalent Cl(1) atoms to form ReCl6 octahedra that share faces with eight equivalent K(1)Cl12 cuboctahedra. All Re(1)-Cl(1) bond lengths are 2.37 Å. Cl(1) is bonded in a distorted single-bond geometry to four equivalent K(1) and one Re(1) atom."
mp-30062,"Cs2PtBr6 crystallizes in the cubic Fm-3m space group. Cs(1) is bonded to twelve equivalent Br(1) atoms to form CsBr12 cuboctahedra that share corners with twelve equivalent Cs(1)Br12 cuboctahedra, faces with six equivalent Cs(1)Br12 cuboctahedra, and faces with four equivalent Pt(1)Br6 octahedra. All Cs(1)-Br(1) bond lengths are 3.83 Å. Pt(1) is bonded to six equivalent Br(1) atoms to form PtBr6 octahedra that share faces with eight equivalent Cs(1)Br12 cuboctahedra. All Pt(1)-Br(1) bond lengths are 2.50 Å. Br(1) is bonded to four equivalent Cs(1) and one Pt(1) atom to form a mixture of distorted edge, face, and corner-sharing BrCs4Pt square pyramids."
mp-865948,Ti2ReRh is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a body-centered cubic geometry to four equivalent Re(1) and four equivalent Rh(1) atoms. All Ti(1)-Re(1) bond lengths are 2.68 Å. All Ti(1)-Rh(1) bond lengths are 2.68 Å. Re(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ti(1) atoms. Rh(1) is bonded in a body-centered cubic geometry to eight equivalent Ti(1) atoms.
mp-867922,ScRh2Al is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms. All Sc(1)-Rh(1) bond lengths are 2.68 Å. Rh(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent Al(1) atoms. All Rh(1)-Al(1) bond lengths are 2.68 Å. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms.
mp-862261,Sc2RuZn is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to four equivalent Ru(1) and four equivalent Zn(1) atoms. All Sc(1)-Ru(1) bond lengths are 2.82 Å. All Sc(1)-Zn(1) bond lengths are 2.82 Å. Ru(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms. Zn(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Sc(1) atoms.
mp-2,"Pd is Copper structured and crystallizes in the cubic Fm-3m space group. Pd(1) is bonded to twelve equivalent Pd(1) atoms to form a mixture of edge, face, and corner-sharing PdPd12 cuboctahedra. All Pd(1)-Pd(1) bond lengths are 2.77 Å."
mp-861912,TiTaTc2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a body-centered cubic geometry to eight equivalent Tc(1) atoms. All Ti(1)-Tc(1) bond lengths are 2.72 Å. Ta(1) is bonded in a body-centered cubic geometry to eight equivalent Tc(1) atoms. All Ta(1)-Tc(1) bond lengths are 2.72 Å. Tc(1) is bonded in a body-centered cubic geometry to four equivalent Ti(1) and four equivalent Ta(1) atoms.
mp-861875,LiHf2Re is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Hf(1) and six equivalent Re(1) atoms. All Li(1)-Hf(1) bond lengths are 2.83 Å. All Li(1)-Re(1) bond lengths are 3.27 Å. Hf(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent Re(1) atoms. All Hf(1)-Re(1) bond lengths are 2.83 Å. Re(1) is bonded in a distorted body-centered cubic geometry to six equivalent Li(1) and eight equivalent Hf(1) atoms.
mp-2352,Na2O is Fluorite structured and crystallizes in the cubic Fm-3m space group. Na(1) is bonded to four equivalent O(1) atoms to form a mixture of edge and corner-sharing NaO4 tetrahedra. All Na(1)-O(1) bond lengths are 2.38 Å. O(1) is bonded in a body-centered cubic geometry to eight equivalent Na(1) atoms.
mp-862338,Sc2RuCu is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to four equivalent Ru(1) and four equivalent Cu(1) atoms. All Sc(1)-Ru(1) bond lengths are 2.78 Å. All Sc(1)-Cu(1) bond lengths are 2.78 Å. Ru(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms. Cu(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms.
mp-933,"YAs is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Y(1) is bonded to six equivalent As(1) atoms to form a mixture of edge and corner-sharing YAs6 octahedra. The corner-sharing octahedra are not tilted. All Y(1)-As(1) bond lengths are 2.91 Å. As(1) is bonded to six equivalent Y(1) atoms to form a mixture of edge and corner-sharing AsY6 octahedra. The corner-sharing octahedra are not tilted."
mp-865866,LiZrPt2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a body-centered cubic geometry to eight equivalent Pt(1) atoms. All Li(1)-Pt(1) bond lengths are 2.77 Å. Zr(1) is bonded in a body-centered cubic geometry to eight equivalent Pt(1) atoms. All Zr(1)-Pt(1) bond lengths are 2.77 Å. Pt(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent Zr(1) atoms.
mp-2795,"ZrC is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Zr(1) is bonded to six equivalent C(1) atoms to form a mixture of edge and corner-sharing ZrC6 octahedra. The corner-sharing octahedra are not tilted. All Zr(1)-C(1) bond lengths are 2.36 Å. C(1) is bonded to six equivalent Zr(1) atoms to form a mixture of edge and corner-sharing CZr6 octahedra. The corner-sharing octahedra are not tilted."
mp-30774,MgNi2Sn is Heusler structured and crystallizes in the cubic Fm-3m space group. Mg(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ni(1) and six equivalent Sn(1) atoms. All Mg(1)-Ni(1) bond lengths are 2.65 Å. All Mg(1)-Sn(1) bond lengths are 3.06 Å. Ni(1) is bonded in a distorted body-centered cubic geometry to four equivalent Mg(1) and four equivalent Sn(1) atoms. All Ni(1)-Sn(1) bond lengths are 2.65 Å. Sn(1) is bonded in a 14-coordinate geometry to six equivalent Mg(1) and eight equivalent Ni(1) atoms.
mp-30,"Cu is Copper structured and crystallizes in the cubic Fm-3m space group. Cu(1) is bonded to twelve equivalent Cu(1) atoms to form a mixture of edge, face, and corner-sharing CuCu12 cuboctahedra. All Cu(1)-Cu(1) bond lengths are 2.53 Å."
mp-867123,TiTaOs2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a body-centered cubic geometry to eight equivalent Os(1) atoms. All Ti(1)-Os(1) bond lengths are 2.71 Å. Ta(1) is bonded in a body-centered cubic geometry to eight equivalent Os(1) atoms. All Ta(1)-Os(1) bond lengths are 2.71 Å. Os(1) is bonded in a body-centered cubic geometry to four equivalent Ti(1) and four equivalent Ta(1) atoms.
mp-861930,LiPdAu2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a body-centered cubic geometry to six equivalent Pd(1) and eight equivalent Au(1) atoms. All Li(1)-Pd(1) bond lengths are 3.17 Å. All Li(1)-Au(1) bond lengths are 2.74 Å. Pd(1) is bonded in a distorted body-centered cubic geometry to six equivalent Li(1) and eight equivalent Au(1) atoms. All Pd(1)-Au(1) bond lengths are 2.74 Å. Au(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent Pd(1) atoms.
mp-865681,Ru2TiSi is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms. All Ti(1)-Ru(1) bond lengths are 2.58 Å. Ru(1) is bonded in a body-centered cubic geometry to four equivalent Ti(1) and four equivalent Si(1) atoms. All Ru(1)-Si(1) bond lengths are 2.58 Å. Si(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ru(1) atoms.
mp-865165,ScHfCo2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Co(1) atoms. All Sc(1)-Co(1) bond lengths are 2.73 Å. Hf(1) is bonded in a body-centered cubic geometry to eight equivalent Co(1) atoms. All Hf(1)-Co(1) bond lengths are 2.73 Å. Co(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent Hf(1) atoms.
mp-862691,Al2FeCo is Heusler structured and crystallizes in the cubic Fm-3m space group. Fe(1) is bonded in a body-centered cubic geometry to eight equivalent Al(1) atoms. All Fe(1)-Al(1) bond lengths are 2.45 Å. Co(1) is bonded in a body-centered cubic geometry to eight equivalent Al(1) atoms. All Co(1)-Al(1) bond lengths are 2.45 Å. Al(1) is bonded in a body-centered cubic geometry to four equivalent Fe(1) and four equivalent Co(1) atoms.
mp-865444,LiSc2Pt is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Sc(1) atoms. All Li(1)-Sc(1) bond lengths are 2.85 Å. Sc(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent Pt(1) atoms. All Sc(1)-Pt(1) bond lengths are 2.85 Å. Pt(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms.
mp-864919,MgTiRh2 is Heusler structured and crystallizes in the trigonal R-3m space group. Mg(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms. There are six shorter (2.66 Å) and two longer (2.67 Å) Mg(1)-Rh(1) bond lengths. Ti(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms. There are six shorter (2.66 Å) and two longer (2.67 Å) Ti(1)-Rh(1) bond lengths. Rh(1) is bonded in a body-centered cubic geometry to four equivalent Mg(1) and four equivalent Ti(1) atoms.
mp-864969,Mg2RhPd is Heusler structured and crystallizes in the cubic Fm-3m space group. Mg(1) is bonded in a body-centered cubic geometry to four equivalent Rh(1) and four equivalent Pd(1) atoms. All Mg(1)-Rh(1) bond lengths are 2.69 Å. All Mg(1)-Pd(1) bond lengths are 2.69 Å. Rh(1) is bonded in a body-centered cubic geometry to eight equivalent Mg(1) atoms. Pd(1) is bonded in a body-centered cubic geometry to eight equivalent Mg(1) atoms.
mp-30551,Co2FeGa is Heusler structured and crystallizes in the cubic Fm-3m space group. Fe(1) is bonded in a body-centered cubic geometry to eight equivalent Co(1) atoms. All Fe(1)-Co(1) bond lengths are 2.45 Å. Co(1) is bonded in a body-centered cubic geometry to four equivalent Fe(1) and four equivalent Ga(1) atoms. All Co(1)-Ga(1) bond lengths are 2.45 Å. Ga(1) is bonded in a body-centered cubic geometry to eight equivalent Co(1) atoms.
mp-866218,"Ti2MnRh is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded to four equivalent Mn(1) and four equivalent Rh(1) atoms to form a mixture of distorted edge, face, and corner-sharing TiMn4Rh4 tetrahedra. All Ti(1)-Mn(1) bond lengths are 2.62 Å. All Ti(1)-Rh(1) bond lengths are 2.62 Å. Mn(1) is bonded in a 14-coordinate geometry to eight equivalent Ti(1) and six equivalent Rh(1) atoms. All Mn(1)-Rh(1) bond lengths are 3.03 Å. Rh(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ti(1) and six equivalent Mn(1) atoms."
mp-862711,Sc2CdIn is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to four equivalent Cd(1) and four equivalent In(1) atoms. All Sc(1)-Cd(1) bond lengths are 3.06 Å. All Sc(1)-In(1) bond lengths are 3.06 Å. Cd(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms. In(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms.
mp-11718,"RbF is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Rb(1) is bonded to six equivalent F(1) atoms to form a mixture of edge and corner-sharing RbF6 octahedra. The corner-sharing octahedra are not tilted. All Rb(1)-F(1) bond lengths are 2.82 Å. F(1) is bonded to six equivalent Rb(1) atoms to form a mixture of edge and corner-sharing FRb6 octahedra. The corner-sharing octahedra are not tilted."
mp-30227,"Rb2WCl6 crystallizes in the trigonal R-3m space group. Rb(1) is bonded to twelve equivalent Cl(1) atoms to form RbCl12 cuboctahedra that share corners with twelve equivalent Rb(1)Cl12 cuboctahedra, faces with six equivalent Rb(1)Cl12 cuboctahedra, and faces with four equivalent W(1)Cl6 octahedra. There are a spread of Rb(1)-Cl(1) bond distances ranging from 3.55-3.57 Å. W(1) is bonded to six equivalent Cl(1) atoms to form WCl6 octahedra that share faces with eight equivalent Rb(1)Cl12 cuboctahedra. All W(1)-Cl(1) bond lengths are 2.39 Å. Cl(1) is bonded to four equivalent Rb(1) and one W(1) atom to form a mixture of distorted edge, face, and corner-sharing ClRb4W square pyramids."
mp-865385,"V3Re is alpha bismuth trifluoride structured and crystallizes in the cubic Fm-3m space group. There are two inequivalent V sites. In the first V site, V(1) is bonded in a distorted body-centered cubic geometry to four equivalent V(2) and four equivalent Re(1) atoms. All V(1)-V(2) bond lengths are 2.60 Å. All V(1)-Re(1) bond lengths are 2.60 Å. In the second V site, V(2) is bonded in a 14-coordinate geometry to eight equivalent V(1) and six equivalent Re(1) atoms. All V(2)-Re(1) bond lengths are 3.00 Å. Re(1) is bonded in a distorted body-centered cubic geometry to six equivalent V(2) and eight equivalent V(1) atoms."
mp-861983,Ti2MnFe is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a distorted body-centered cubic geometry to four equivalent Mn(1) and four equivalent Fe(1) atoms. All Ti(1)-Mn(1) bond lengths are 2.65 Å. All Ti(1)-Fe(1) bond lengths are 2.65 Å. Mn(1) is bonded in a 14-coordinate geometry to eight equivalent Ti(1) and six equivalent Fe(1) atoms. All Mn(1)-Fe(1) bond lengths are 3.06 Å. Fe(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ti(1) and six equivalent Mn(1) atoms.
mp-867170,LiPt2Ga is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a body-centered cubic geometry to eight equivalent Pt(1) atoms. All Li(1)-Pt(1) bond lengths are 2.60 Å. Pt(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent Ga(1) atoms. All Pt(1)-Ga(1) bond lengths are 2.60 Å. Ga(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Pt(1) atoms.
mp-23295,"RbCl is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Rb(1) is bonded to six equivalent Cl(1) atoms to form a mixture of edge and corner-sharing RbCl6 octahedra. The corner-sharing octahedra are not tilted. All Rb(1)-Cl(1) bond lengths are 3.31 Å. Cl(1) is bonded to six equivalent Rb(1) atoms to form a mixture of edge and corner-sharing ClRb6 octahedra. The corner-sharing octahedra are not tilted."
mp-864640,Ta2NbIr is Heusler structured and crystallizes in the cubic Fm-3m space group. Ta(1) is bonded in a distorted body-centered cubic geometry to four equivalent Nb(1) and four equivalent Ir(1) atoms. All Ta(1)-Nb(1) bond lengths are 2.79 Å. All Ta(1)-Ir(1) bond lengths are 2.79 Å. Nb(1) is bonded in a 14-coordinate geometry to eight equivalent Ta(1) and six equivalent Ir(1) atoms. All Nb(1)-Ir(1) bond lengths are 3.23 Å. Ir(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ta(1) and six equivalent Nb(1) atoms.
mp-864920,MgZrAu2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Mg(1) is bonded in a body-centered cubic geometry to eight equivalent Au(1) atoms. All Mg(1)-Au(1) bond lengths are 2.90 Å. Zr(1) is bonded in a body-centered cubic geometry to eight equivalent Au(1) atoms. All Zr(1)-Au(1) bond lengths are 2.90 Å. Au(1) is bonded in a body-centered cubic geometry to four equivalent Mg(1) and four equivalent Zr(1) atoms.
mp-2776,AuGa2 is Fluorite structured and crystallizes in the cubic Fm-3m space group. Au(1) is bonded in a body-centered cubic geometry to eight equivalent Ga(1) atoms. All Au(1)-Ga(1) bond lengths are 2.64 Å. Ga(1) is bonded to four equivalent Au(1) atoms to form a mixture of edge and corner-sharing GaAu4 tetrahedra.
